33041740	33019769	33027499,
33041741	33019292	33027499,
33041742	33020203	33020428,
33041746	33019630	33028493,
33041752	33020283	33020297,
33041753	33019978	33020297,
33041755	33020122	33022258,
33041756	33019609	33022258,
33041757	33019608	33022258,
33041758	33019340	33021265,
33041759	33019903	33025017,
33041760	33019444	33025017,
33041761	33020259	33020362,
33041762	33019893	33020488,
33041763	33019774	33020362,
33041764	33019566	33020362,
33041765	33019546	33020488,
33041766	33019544	33020488,
33041767	33019434	33020488,
33041768	33019433	33020488,
33041769	33019424	33020488,
33041770	33019418	33020488,
33041771	33019408	33020488,
33041772	33019274	33020362,
33041773	33019267	33020362,
33041774	33019854	33030061,
33041782	33019794	33028142,
33041783	33019258	33028142,
33041784	33019871	33029882,
33041785	33019386	33029882,
33041786	33019455	33020623,
33041787	33018935	33020623,
33041788	33019204	33022453,
33041798	33020046	33021904,
33041799	33019383	33021904,
33041800	33019176	33021904,
33041805	33020093	33025368,
33041807	33018955	33022392,
33041808	33018954	33022392,
33041810	33020027	33028574,
33041813	33019360	33030972,
33041814	33020129	33029127,
33041815	33020102	33032297,
33041816	33018835	33024886,
33041817	33019710	33024762,
33041818	33019707	33024762,
33041826	33019045	33020326,
33041827	33020074	33020326,
33041828	33019199	33020393,
33041829	33018921	33020326,
33041830	33019879	33020326,
33041831	33019221	33020393,
33041834	33019607	33026184,
33041838	33019321	33024611,
33041841	33020104	33020801,
33041842	33019797	33020801,
33041843	33019776	33020801,
33041844	33019271	33020801,
33041845	33019173	33020801,
33041846	33019167	33020801,
33041847	33019075	33021289,
33041848	33019068	33021289,
33041849	33018868	33020863,
33041850	33020289	33020841,
33041851	33019927	33020936,
33041852	33020116	33020395,
33041853	33019817	33020395,
33041854	33019365	33020395,
33041855	33020214	33032596,
33041856	33018951	33032596,
33041857	33018949	33032596,
33041858	33018923	33032596,
33041859	33018917	33032596,
33041860	33018804	33032596,
33041861	33018773	33032596,
33041862	33018765	33032596,
33041863	33018760	33032596,
33041864	33019678	33020345,
33041865	33019713	33022202,
33041866	33019690	33022202,
33041867	33019674	33022202,
33041868	33019660	33022202,
33041869	33018903	33022202,
33041870	33018901	33022202,
33041871	33018877	33022202,
33041872	33018834	33022202,
33041873	33019312	33024737,
33041874	33019459	33021405,
33041875	33019457	33021405,
33041879	33019976	33021521,
33041880	33019796	33021521,
33041881	33019181	33021521,
33041882	33019136	33021521,
33041883	33019747	33028127,
33041884	33019171	33028127,
33041885	33019071	33028127,
33041886	33020053	33034337,
33041887	33019831	33021881,
33041888	33019819	33021881,
33041889	33019596	33021881,
33041890	33020218	33024303,
33041891	33020144	33024303,
33041892	33018850	33024303,
33041894	33019742	33024060,
33041895	33019156	33024060,
33041897	33019631	33021500,
33041900	33018826	33024936,
33041907	33019823	33021513,
33041908	33018715	33021513,
33041909	33018782	33020343,
33041910	33020247	33032194,
33041922	33020057	33024519,
33041923	33018703	33024519,
33041924	33019105	33022259,
33041925	33019758	33021401,
33041926	33018919	33025318,
33041927	33018860	33025318,
33041928	33019971	33020363,
33041929	33020174	33021038,
33041934	33020172	33020475,
33041935	33019907	33020475,
33041936	33018979	33020475,
33041937	33018978	33020475,
33041941	33019578	33030886,
33041942	33019508	33030886,
33041943	33019501	33030886,
33041944	33019943	33027925,
33041945	33020211	33020820,
33041946	33019354	33020820,
33041947	33018754	33020820,
33041948	33018747	33020820,
33041949	33019852	33024178,
33041950	33019739	33024178,
33041951	33018970	33024178,
33041952	33018886	33024178,
33041953	33018967	33021129,
33041954	33018932	33025284,
33041960	33019377	33024040,
33041964	33020229	33030745,
33041965	33020166	33021872,
33041966	33019437	33021872,
33041969	33019404	33020654,
33041970	33018856	33020328,
33041972	33019574	33031443,
33041973	33019315	33031443,
33041974	33019300	33031443,
33041975	33020084	33023023,
33041976	33019772	33023023,
33041977	33019295	33023023,
33041991	33019205	33023212,
33041992	33019491	33021750,
33041993	33019423	33021750,
33041994	33020070	33021240,
33041995	33020285	33032336,
33041996	33020246	33032336,
33042000	33020067	33020652,
33042001	33018992	33020652,
33042002	33019389	33027333,
33042003	33020200	33020834,
33042004	33020154	33020834,
33042005	33020113	33020483,
33042006	33020059	33020483,
33042007	33019808	33020483,
33042008	33019807	33020483,
33042009	33019014	33020483,
33042010	33019007	33020483,
33042011	33018894	33020483,
33042012	33018891	33020483,
33042013	33018803	33020483,
33042014	33018742	33020483,
33042016	33019236	33020895,
33042017	33020190	33027981,
33042019	33019411	33022750,
33042020	33019837	33022293,
33042021	33019344	33022293,
33042022	33020000	33020535,
33042023	33019799	33020535,
33042024	33019577	33026347,
33042025	33019950	33022189,
33042026	33019152	33021110,
33042027	33019983	33020548,
33042028	33019490	33020548,
33042029	33019487	33020548,
33042030	33018852	33020548,
33042031	33020286	33021395,
33042032	33020234	33021395,
33042033	33020130	33021395,
33042034	33018958	33021395,
33042035	33020151	33020384,
33042036	33020254	33021872,
33042037	33020240	33021917,
33042038	33018757	33021917,
33042039	33020284	33021221,
33042040	33019787	33021221,
33042041	33019209	33021221,
33042042	33020191	33021251,
33042043	33020007	33021251,
33042044	33019186	33021251,
33042045	33019202	33020357,
33042046	33018687	33020357,
33042047	33020256	33020463,
33042048	33019848	33020463,
33042049	33019727	33020463,
33042050	33018762	33020463,
33042051	33018745	33020463,
33042052	33018739	33020463,
33042056	33019230	33020927,
33042057	33019072	33021122,
33042058	33018974	33034474,
33042059	33019311	33021993,
33042060	33019286	33020703,
33042061	33019285	33020703,
33042062	33019460	33020520,
33042063	33019851	33025357,
33042064	33019588	33021634,
33042065	33019144	33021634,
33042066	33019165	33020448,
33042067	33019111	33020448,
33042068	33019901	33021652,
33042069	33019775	33021652,
33042070	33018939	33021652,
33042071	33019357	33021692,
33042072	33018679	33021916,
33042073	33019576	33020463,
33042074	33018996	33020463,
33042075	33019524	33021689,
33042079	33019862	33020790,
33042080	33019930	33020786,
33042081	33018734	33020456,
33042082	33018731	33020456,
33042088	33019841	33032596,
33042089	33020090	33021544,
33042090	33018879	33021544,
33042091	33018874	33021544,
33042092	33019816	33021956,
33042093	33019590	33021956,
33042094	33019812	33026199,
33042095	33019970	33020728,
33042098	33019784	33020608,
33042099	33018748	33020608,
33042102	33020182	33021740,
33042103	33018887	33021740,
33042104	33019843	33020424,
33042105	33018930	33020424,
33042106	33019308	33020583,
33042107	33019284	33020583,
33042108	33018913	33020583,
33042109	33019610	33020589,
33042110	33019990	33020385,
33042111	33020028	33020524,
33042112	33019213	33020524,
33042113	33019748	33030801,
33042114	33019086	33030801,
33042116	33019322	33020833,
33042117	33019320	33020833,
33042118	33019476	33024910,
33042119	33019920	33024261,
33042120	33019763	33024261,
33042121	33019756	33024261,
33042122	33019132	33024261,
33042123	33018678	33024261,
33042124	33020071	33030597,
33042125	33019429	33030597,
33042126	33019034	33030597,
33042127	33020142	33024699,
33042128	33019682	33024699,
33042129	33019378	33027010,
33042130	33019478	33020293,
33042131	33019362	33022441,
33042136	33020016	33021949,
33042137	33019397	33020934,
33042138	33018916	33020724,
33042139	33019438	33022881,
33042140	33019375	33022881,
33042141	33018707	33020317,
33042142	33020271	33020788,
33042143	33019935	33030125,
33042150	33020267	33022385,
33042151	33020213	33022385,
33042152	33020204	33022385,
33042153	33020196	33022385,
33042154	33020022	33022385,
33042155	33020020	33022385,
33042156	33019994	33022385,
33042157	33019940	33022385,
33042158	33019902	33022385,
33042159	33019874	33022385,
33042160	33019867	33022385,
33042161	33019795	33022385,
33042162	33019781	33022385,
33042163	33019752	33022385,
33042164	33019448	33022385,
33042165	33019421	33022385,
33042166	33019415	33022385,
33042167	33019403	33022385,
33042168	33019234	33022385,
33042169	33019231	33022385,
33042170	33019222	33022385,
33042171	33019212	33022385,
33042172	33019121	33022385,
33042173	33019104	33022385,
33042174	33019091	33022385,
33042175	33019087	33022385,
33042176	33019055	33022385,
33042177	33019041	33022385,
33042178	33019039	33022385,
33042179	33019036	33022385,
33042180	33019000	33022385,
33042181	33018981	33022385,
33042182	33018722	33022385,
33042183	33018708	33022385,
33042184	33019178	33020599,
33042185	33019905	33020509,
33042186	33019296	33020509,
33042191	33020087	33027970,
33042192	33019035	33027970,
33042193	33018692	33020388,
33042194	33019981	33021360,
33042195	33019638	33020348,
33042196	33019632	33020348,
33042197	33018934	33020348,
33042198	33018736	33020348,
33042199	33019042	33021430,
33042200	33018881	33021430,
33042201	33018854	33021430,
33042202	33018838	33021430,
33042203	33018735	33021430,
33042204	33019447	33020593,
33042205	33019449	33020692,
33042206	33019806	33020668,
33042207	33020241	33021582,
33042208	33018885	33021582,
33042209	33019141	33023242,
33042210	33020147	33020710,
33042211	33019554	33020710,
33042212	33019382	33020710,
33042213	33019349	33020324,
33042214	33019635	33030669,
33042215	33018751	33030669,
33042216	33018710	33030669,
33042217	33018709	33030669,
33042218	33019379	33020373,
33042219	33019353	33020373,
33042220	33019352	33020373,
33042221	33019345	33020373,
33042222	33020173	33028420,
33042223	33019957	33028420,
33042224	33019495	33028420,
33042225	33019469	33028420,
33042226	33019468	33028420,
33042227	33020055	33020549,
33042228	33018991	33020549,
33042229	33020194	33029817,
33042230	33019037	33029817,
33042231	33020222	33021793,
33042232	33019514	33021793,
33042233	33018859	33021793,
33042234	33018746	33021793,
33042235	33020208	33020897,
33042236	33020223	33020714,
33042237	33019677	33020714,
33042238	33018876	33020714,
33042239	33018775	33020714,
33042240	33019909	33020291,
33042241	33019494	33020291,
33042242	33019470	33020291,
33042243	33019789	33020796,
33042244	33018713	33020796,
33042245	33019730	33020528,
33042246	33019561	33020833,
33042247	33019708	33020354,
33042248	33018802	33020354,
33042249	33019923	33022927,
33042250	33019336	33022927,
33042251	33020064	33022493,
33042252	33019999	33022493,
33042254	33020244	33020981,
33042255	33020183	33020981,
33042260	33019619	33020404,
33042261	33019614	33020404,
33042264	33020209	33021743,
33042265	33020105	33021743,
33042266	33020061	33021743,
33042267	33020060	33021743,
33042268	33019639	33021743,
33042269	33019363	33021743,
33042270	33019278	33021743,
33042271	33019277	33021743,
33042272	33019070	33021743,
33042273	33018785	33021743,
33042274	33018779	33021743,
33042275	33018778	33021743,
33042276	33019868	33029459,
33042277	33019054	33029459,
33042278	33019335	33020707,
33042279	33019565	33026448,
33042280	33019368	33026448,
33042281	33019310	33026448,
33042282	33019307	33026448,
33042283	33019842	33026245,
33042284	33018811	33020497,
33042285	33020005	33026793,
33042294	33020210	33025967,
33042295	33019934	33025967,
33042296	33019933	33025967,
33042297	33019809	33025967,
33042298	33019568	33025967,
33042299	33019419	33025967,
33042300	33019859	33021489,
33042301	33019098	33027999,
33042302	33019547	33022172,
33042303	33019275	33020682,
33042304	33019154	33020682,
33042305	33019151	33020682,
33042307	33020258	33023538,
33042308	33020257	33023538,
33042309	33020160	33023538,
33042310	33019162	33023538,
33042311	33019158	33023538,
33042312	33019115	33023538,
33042313	33019113	33023538,
33042314	33020253	33024931,
33042315	33019706	33024931,
33042316	33020120	33024133,
33042317	33019557	33024133,
33042318	33019509	33024133,
33042319	33019826	33027639,
33042320	33019627	33024692,
33042321	33019626	33024692,
33042322	33018767	33024692,
33042323	33018726	33024692,
33042324	33018725	33024692,
33042325	33019721	33020307,
33042326	33019269	33020307,
33042327	33019001	33020307,
33042328	33018875	33020307,
33042329	33018872	33020307,
33042330	33018866	33020307,
33042331	33019715	33021208,
33042332	33019431	33021208,
33042333	33019050	33021208,
33042334	33018966	33021208,
33042335	33020017	33022403,
33042336	33020085	33021125,
33042337	33019767	33021125,
33042338	33019750	33021125,
33042339	33018989	33021125,
33042340	33020270	33020484,
33042341	33019915	33020484,
33042342	33019194	33020870,
33042343	33018789	33033500,
33042383	33020206	33020708,
33042384	33020106	33020708,
33042385	33020083	33022704,
33042386	33019904	33022704,
33042387	33019900	33022704,
33042388	33019589	33022704,
33042389	33019520	33022704,
33042390	33019458	33022704,
33042391	33019304	33022704,
33042392	33019280	33022704,
33042393	33018828	33022704,
33042394	33018674	33022704,
33042395	33020077	33020472,
33042396	33019810	33020472,
33042397	33019572	33020472,
33042398	33020181	33026775,
33042401	33019712	33020650,
33042402	33019704	33020650,
33042413	33019261	33034265,
33042421	33019003	33029068,
33042422	33018862	33029068,
33042423	33018696	33029068,
33042424	33018695	33029068,
33042425	33019539	33020381,
33042426	33019762	33026601,
33042427	33020108	33020379,
33042428	33020158	33020325,
33042429	33019693	33020325,
33042430	33019594	33020325,
33042431	33019206	33020325,
33042432	33019002	33028245,
33042433	33020111	33020298,
33042434	33019096	33020601,
33042435	33020054	33020432,
33042436	33019599	33020968,
33042437	33020269	33020630,
33042438	33019665	33020630,
33042439	33018723	33020630,
33042440	33018720	33020630,
33042441	33020178	33021371,
33042442	33020011	33021371,
33042443	33019882	33021371,
33042444	33019735	33021371,
33042445	33019731	33021371,
33042446	33019182	33021371,
33042447	33019082	33021371,
33042448	33019026	33021371,
33042449	33018831	33021371,
33042450	33019832	33028385,
33042457	33018682	33026269,
33042458	33019464	33020471,
33042468	33020032	33020456,
33042470	33020156	33020874,
33042471	33019858	33020874,
33042472	33019023	33020874,
33042473	33018774	33020874,
33042474	33018744	33020874,
33042481	33020135	33021427,
33042482	33019351	33020943,
33042483	33022156	33021675,
33042484	33019967	33021675,
33042485	33018675	33021675,
33042486	33020239	33020418,
33042487	33020021	33020418,
33042488	33019890	33020418,
33042489	33019766	33020418,
33042490	33019159	33020418,
33042491	33019128	33020418,
33042492	33019125	33020418,
33042493	33019124	33020418,
33042494	33020031	33025534,
33042495	33019929	33025534,
33042496	33019764	33025534,
33042497	33019227	33025534,
33042498	33018781	33020981,
33042499	33018732	33020981,
33042500	33018730	33020981,
33042501	33020043	33020304,
33042502	33019601	33020304,
33042503	33020137	33020610,
33042504	33018787	33020326,
33042505	33019803	33021313,
33042506	33019160	33021928,
33042507	33019149	33021928,
33042508	33019057	33021928,
33042509	33019028	33021928,
33042510	33019016	33021928,
33042511	33019005	33021928,
33042512	33020219	33020526,
33042513	33020127	33020526,
33042514	33019956	33020526,
33042515	33019688	33020526,
33042516	33019687	33020526,
33042517	33018753	33020526,
33042518	33019129	33020363,
33042519	33020119	33020330,
33042520	33020058	33027492,
33042521	33019116	33027492,
33042522	33018823	33020362,
33042523	33018820	33020362,
33042524	33020228	33020486,
33042525	33019591	33020486,
33042526	33019579	33020721,
33042527	33019466	33020721,
33042528	33019461	33020721,
33042529	33018683	33020486,
33042530	33020199	33023538,
33042531	33020198	33025784,
33042532	33020197	33025784,
33042533	33020006	33025784,
33042534	33019790	33023538,
33042535	33019770	33023538,
33042536	33019732	33025784,
33042537	33019217	33023538,
33042538	33019190	33023538,
33042539	33019164	33023538,
33042540	33019147	33023538,
33042541	33019120	33025784,
33042542	33019118	33025784,
33042543	33018684	33023538,
33042544	33020189	33020583,
33042545	33019988	33020583,
33042546	33019736	33020583,
33042547	33019641	33020583,
33042548	33019542	33020583,
33042549	33019348	33020583,
33042550	33018892	33020583,
33042551	33020273	33020583,
33042552	33020168	33020583,
33042553	33019839	33020583,
33042554	33019815	33020583,
33042555	33019675	33020583,
33042556	33019621	33020583,
33042557	33019583	33020583,
33042558	33019530	33020583,
33042559	33019507	33020583,
33042560	33019485	33020583,
33042561	33019428	33020583,
33042562	33019420	33020583,
33042563	33019317	33020583,
33042564	33019257	33020583,
33042565	33019410	33020716,
33042566	33019011	33020750,
33042567	33020134	33021048,
33042568	33019668	33021048,
33042569	33020033	33028209,
33042570	33019798	33028209,
33042571	33019792	33028209,
33042572	33019773	33028209,
33042573	33019753	33028209,
33042574	33019150	33028209,
33042575	33019093	33028209,
33042576	33018942	33028209,
33042577	33018897	33028209,
33042578	33018896	33028209,
33042579	33020277	33020696,
33042580	33019196	33020878,
33042581	33020175	33021262,
33042583	33019555	33020403,
33042584	33019526	33020403,
33042585	33019333	33020403,
33042586	33018699	33020403,
33042587	33019107	33020315,
33042588	33018953	33020315,
33042589	33019637	33030566,
33042590	33019328	33030566,
33042591	33019297	33030566,
33042592	33018844	33030566,
33042593	33018840	33030566,
33042594	33018771	33030566,
33042595	33020019	33021013,
33042596	33019595	33021013,
33042597	33019400	33021013,
33042598	33019250	33021013,
33042599	33018704	33021013,
33042600	33018690	33021013,
33042601	33018957	33028858,
33042602	33019506	33021946,
33042603	33019482	33021946,
33042617	33018933	33020534,
33042618	33018794	33020519,
33042619	33019951	33023311,
33042620	33019924	33023311,
33042621	33019581	33023311,
33042622	33019580	33023311,
33042623	33020123	33020717,
33042624	33019477	33020717,
33042625	33019451	33020717,
33042630	33019293	33031699,
33042631	33019289	33031699,
33042633	33020026	33020966,
33042634	33019987	33020966,
33042635	33019945	33020966,
33042636	33019343	33020966,
33042637	33018890	33020966,
33042639	33020265	33024182,
33042640	33020096	33024182,
33042641	33019436	33024182,
33042642	33019185	33024182,
33042646	33018763	33024825,
33042647	33018716	33024825,
33042653	33019188	33021464,
33042654	33019157	33021464,
33042655	33022166	33020672,
33042656	33020035	33020419,
33042657	33019980	33020419,
33042658	33019669	33020419,
33042659	33019949	33021342,
33042660	33019499	33021342,
33042661	33018990	33021342,
33042662	33018987	33021342,
33042663	33020138	33021820,
33042664	33019620	33023865,
33042665	33019855	33024803,
33042666	33019741	33024803,
33042667	33019724	33024803,
33042668	33019427	33024803,
33042669	33019417	33024803,
33042670	33019339	33024803,
33042671	33019273	33024803,
33042672	33019263	33024803,
33042673	33019059	33024803,
33042674	33019004	33024803,
33042675	33019465	33020310,
33042676	33020078	33026296,
33042677	33019703	33026296,
33042678	33018766	33026296,
33042696	33019977	33020419,
33042697	33019729	33020419,
33042698	33019646	33020419,
33042699	33018849	33020419,
33042700	33018818	33020419,
33042701	33018791	33020419,
33042706	33020069	33020645,
33042707	33018895	33020645,
33042708	33020117	33022401,
33042709	33020045	33022401,
33042710	33019575	33034205,
33042711	33019327	33020674,
33042712	33019192	33020674,
33042713	33019318	33027499,
33042714	33019316	33027499,
33042715	33019299	33027499,
33042716	33018904	33027499,
33042717	33018752	33027499,
33042721	33019370	33020342,
33042722	33034636	33020696,
33042723	33020278	33028245,
33042726	33020263	33022339,
33042727	33020260	33021321,
33042729	33020251	33020566,
33042730	33020242	33020696,
33042731	33020235	33029057,
33042732	33020233	33021759,
33042733	33020232	33020545,
33042735	33020221	33028009,
33042736	33020217	33028009,
33042737	33020215	33028052,
33042739	33020201	33023061,
33042741	33020185	33020672,
33042742	33020179	33022018,
33042744	33020176	33021401,
33042745	33020171	33020566,
33042748	33020163	33030369,
33042749	33020152	33021087,
33042750	33020148	33021087,
33042753	33020131	33027538,
33042754	33020103	33020465,
33042757	33020089	33021151,
33042761	33020062	33028052,
33042762	33020051	33021401,
33042763	33020044	33021692,
33042765	33020039	33031755,
33042769	33020003	33030037,
33042770	33020002	33022385,
33042771	33019986	33024101,
33042772	33019985	33028245,
33042773	33019984	33028245,
33042775	33019969	33021661,
33042776	33019968	33024519,
33042778	33019963	33020393,
33042779	33019962	33020545,
33042780	33019960	33020342,
33042782	33019948	33020545,
33042783	33019942	33029383,
33042784	33019941	33027996,
33042786	33019938	33020472,
33042787	33019932	33021725,
33042789	33019911	33020943,
33042790	33019910	33025682,
33042791	33019895	33020342,
33042793	33019884	33020708,
33042794	33019866	33021151,
33042796	33019857	33020839,
33042797	33019856	33021265,
33042801	33019827	33020466,
33042802	33019820	33021401,
33042803	33019805	33027996,
33042804	33019801	33021759,
33042806	33019785	33021321,
33042808	33019765	33021776,
33042809	33019754	33021712,
33042810	33019749	33028319,
33042811	33019744	33027981,
33042812	33019738	33024101,
33042813	33019725	33020298,
33042814	33019698	33020873,
33042816	33019680	33020517,
33042817	33019643	33020357,
33042818	33019642	33020357,
33042819	33019636	33029682,
33042820	33019629	33034512,
33042821	33019628	33020796,
33042822	33019624	33020796,
33042823	33019606	33024133,
33042824	33019605	33021188,
33042825	33019604	33021188,
33042827	33019592	33020393,
33042830	33019563	33020342,
33042831	33019562	33020848,
33042832	33019558	33021401,
33042834	33019548	33027042,
33042835	33019543	33023933,
33042836	33019540	33021202,
33042837	33019536	33021774,
33042840	33019531	33026309,
33042841	33019529	33020357,
33042842	33019518	33020545,
33042845	33019504	33027127,
33042847	33019492	33020471,
33042848	33019486	33032719,
33042850	33019483	33020506,
33042851	33019474	33020674,
33042852	33019471	33026309,
33042853	33019467	33020410,
33042854	33019450	33024986,
33042856	33019441	33024182,
33042857	33019435	33020545,
33042858	33019414	33022137,
33042861	33019394	33021489,
33042862	33019392	33020511,
33042866	33019376	33020330,
33042867	33019359	33022172,
33042868	33019358	33020632,
33042870	33019338	33020632,
33042872	33019313	33020943,
33042875	33019291	33025682,
33042876	33019290	33020545,
33042877	33019279	33020357,
33042881	33019249	33033498,
33042882	33019244	33020517,
33042885	33019229	33027693,
33042886	33019223	33020601,
33042889	33019210	33022172,
33042890	33019203	33022172,
33042891	33019198	33031683,
33042892	33019193	33027639,
33042895	33019139	33025682,
33042898	33019112	33020363,
33042899	33019095	33021345,
33042900	33019079	33030037,
33042901	33019076	33030037,
33042902	33019073	33030037,
33042903	33019069	33030037,
33042904	33019066	33030037,
33042908	33019029	33020363,
33042909	33019020	33028369,
33042910	33019012	33022597,
33042911	33018995	33030037,
33042927	33018882	33020466,
33042928	33018861	33028245,
33042930	33018843	33022265,
33042931	33018839	33022265,
33042932	33018827	33020324,
33042933	33018822	33028009,
33042934	33018821	33028009,
33042935	33018817	33034512,
33042936	33018797	33034512,
33042937	33018790	33020466,
33042938	33018786	33028052,
33042939	33018764	33022265,
33042940	33018758	33021281,
33042941	33018743	33028052,
33042942	33018741	33022265,
33042943	33018740	33030164,
33042946	33018728	33020796,
33042947	33018721	33020796,
33042948	33018718	33026802,
33042949	33018714	33026802,
33042950	33018712	33021449,
33042951	33018705	33022570,
33042952	33018702	33020357,
33042953	33018700	33020311,
33042954	33018697	33020311,
33042955	33018693	33024519,
33042958	33018688	33020357,
33042959	33018680	33024519,
33042960	33019019	33022172,
