"timepoint"	"id"	"channel"	"np"	"peakArea"
"547"	1	"pep32337858_rep2"	2	0	6729366
"548"	1	"pep32337858_rep3"	2	0	NA
"549"	1	"pep32337858_rep4"	2	0	2313234
"550"	1	"pep32337858_rep5"	2	0	NA
"551"	1	"pep32337858_rep1"	3	0	NA
"552"	1	"pep32337858_rep2"	3	0	NA
"553"	1	"pep32337858_rep3"	3	0	NA
"554"	1	"pep32337858_rep4"	3	0	NA
"555"	1	"pep32337858_rep5"	3	0	NA
"556"	2	"pep32337858_rep1"	1	0	6338272
"557"	2	"pep32337858_rep2"	1	0	3639695
"558"	2	"pep32337858_rep3"	1	0	21430758
"559"	2	"pep32337858_rep4"	1	0	25650883
"560"	2	"pep32337858_rep5"	1	0	10233742
"561"	2	"pep32337858_rep1"	2	0	7786646
"562"	2	"pep32337858_rep2"	2	0	2708858
"563"	2	"pep32337858_rep3"	2	0	NA
"564"	2	"pep32337858_rep4"	2	0	5878562
"565"	2	"pep32337858_rep5"	2	0	NA
"566"	2	"pep32337858_rep1"	3	0	NA
"567"	2	"pep32337858_rep2"	3	0	NA
"568"	2	"pep32337858_rep3"	3	0	NA
"569"	2	"pep32337858_rep4"	3	0	NA
"570"	2	"pep32337858_rep5"	3	0	NA
"571"	3	"pep32337858_rep1"	1	0	145659
"572"	3	"pep32337858_rep2"	1	0	308118
"573"	3	"pep32337858_rep3"	1	0	2215639
"574"	3	"pep32337858_rep4"	1	0	397970
"575"	3	"pep32337858_rep5"	1	0	2689143
"576"	3	"pep32337858_rep1"	2	0	291361
"577"	3	"pep32337858_rep2"	2	0	2854606
"578"	3	"pep32337858_rep3"	2	0	NA
"579"	3	"pep32337858_rep4"	2	0	NA
"580"	3	"pep32337858_rep5"	2	0	NA
"581"	3	"pep32337858_rep1"	3	0	NA
"582"	3	"pep32337858_rep2"	3	0	NA
"583"	3	"pep32337858_rep3"	3	0	NA
"584"	3	"pep32337858_rep4"	3	0	NA
"585"	3	"pep32337858_rep5"	3	0	NA
"586"	4	"pep32337858_rep1"	1	0	541903
"587"	4	"pep32337858_rep2"	1	0	346987
"588"	4	"pep32337858_rep3"	1	0	856927
"589"	4	"pep32337858_rep4"	1	0	140150
"590"	4	"pep32337858_rep5"	1	0	2101737
"591"	4	"pep32337858_rep1"	2	0	1371942
"592"	4	"pep32337858_rep2"	2	0	570976
"593"	4	"pep32337858_rep3"	2	0	NA
"594"	4	"pep32337858_rep4"	2	0	155366
"595"	4	"pep32337858_rep5"	2	0	NA
"596"	4	"pep32337858_rep1"	3	0	NA
"597"	4	"pep32337858_rep2"	3	0	NA
"598"	4	"pep32337858_rep3"	3	0	NA
"599"	4	"pep32337858_rep4"	3	0	NA
"600"	4	"pep32337858_rep5"	3	0	NA
"601"	5	"pep32337858_rep1"	1	0	NA
"602"	5	"pep32337858_rep2"	1	0	NA
"603"	5	"pep32337858_rep3"	1	0	NA
"604"	5	"pep32337858_rep4"	1	0	NA
"605"	5	"pep32337858_rep5"	1	0	NA
"606"	5	"pep32337858_rep1"	2	0	NA
"607"	5	"pep32337858_rep2"	2	0	NA
"608"	5	"pep32337858_rep3"	2	0	NA
"609"	5	"pep32337858_rep4"	2	0	NA
"610"	5	"pep32337858_rep5"	2	0	NA
"611"	5	"pep32337858_rep1"	3	0	NA
"612"	5	"pep32337858_rep2"	3	0	NA
"613"	5	"pep32337858_rep3"	3	0	NA
"614"	5	"pep32337858_rep4"	3	0	NA
"615"	5	"pep32337858_rep5"	3	0	NA
"616"	6	"pep32337858_rep1"	1	0	NA
"617"	6	"pep32337858_rep2"	1	0	NA
"618"	6	"pep32337858_rep3"	1	0	NA
"619"	6	"pep32337858_rep4"	1	0	NA
"620"	6	"pep32337858_rep5"	1	0	NA
"621"	6	"pep32337858_rep1"	2	0	NA
"622"	6	"pep32337858_rep2"	2	0	NA
"623"	6	"pep32337858_rep3"	2	0	NA
"624"	6	"pep32337858_rep4"	2	0	NA
"625"	6	"pep32337858_rep5"	2	0	NA
"626"	6	"pep32337858_rep1"	3	0	NA
"627"	6	"pep32337858_rep2"	3	0	NA
"628"	6	"pep32337858_rep3"	3	0	NA
"629"	6	"pep32337858_rep4"	3	0	NA
"630"	6	"pep32337858_rep5"	3	0	NA
"631"	7	"pep32337858_rep1"	1	0	NA
"632"	7	"pep32337858_rep2"	1	0	NA
"633"	7	"pep32337858_rep3"	1	0	NA
"634"	7	"pep32337858_rep4"	1	0	NA
"635"	7	"pep32337858_rep5"	1	0	NA
"636"	7	"pep32337858_rep1"	2	0	NA
"637"	7	"pep32337858_rep2"	2	0	NA
"638"	7	"pep32337858_rep3"	2	0	NA
"639"	7	"pep32337858_rep4"	2	0	NA
"640"	7	"pep32337858_rep5"	2	0	NA
"641"	7	"pep32337858_rep1"	3	0	NA
"642"	7	"pep32337858_rep2"	3	0	NA
"643"	7	"pep32337858_rep3"	3	0	NA
"644"	7	"pep32337858_rep4"	3	0	NA
"645"	7	"pep32337858_rep5"	3	0	NA
"646"	8	"pep32337858_rep1"	1	0	NA
"647"	8	"pep32337858_rep2"	1	0	NA
"648"	8	"pep32337858_rep3"	1	0	NA
"649"	8	"pep32337858_rep4"	1	0	NA
"650"	8	"pep32337858_rep5"	1	0	NA
"651"	8	"pep32337858_rep1"	2	0	NA
"652"	8	"pep32337858_rep2"	2	0	NA
"653"	8	"pep32337858_rep3"	2	0	NA
"654"	8	"pep32337858_rep4"	2	0	NA
"655"	8	"pep32337858_rep5"	2	0	NA
"656"	8	"pep32337858_rep1"	3	0	NA
"657"	8	"pep32337858_rep2"	3	0	NA
"658"	8	"pep32337858_rep3"	3	0	NA
"659"	8	"pep32337858_rep4"	3	0	NA
"660"	8	"pep32337858_rep5"	3	0	NA
"661"	9	"pep32337858_rep1"	1	0	NA
"662"	9	"pep32337858_rep2"	1	0	NA
"663"	9	"pep32337858_rep3"	1	0	NA
"664"	9	"pep32337858_rep4"	1	0	NA
"665"	9	"pep32337858_rep5"	1	0	NA
"666"	9	"pep32337858_rep1"	2	0	NA
"667"	9	"pep32337858_rep2"	2	0	NA
"668"	9	"pep32337858_rep3"	2	0	NA
"669"	9	"pep32337858_rep4"	2	0	NA
"670"	9	"pep32337858_rep5"	2	0	NA
"671"	9	"pep32337858_rep1"	3	0	NA
"672"	9	"pep32337858_rep2"	3	0	NA
"673"	9	"pep32337858_rep3"	3	0	NA
"674"	9	"pep32337858_rep4"	3	0	NA
"675"	9	"pep32337858_rep5"	3	0	NA
"676"	10	"pep32337858_rep1"	1	0	NA
"677"	10	"pep32337858_rep2"	1	0	NA
"678"	10	"pep32337858_rep3"	1	0	NA
"679"	10	"pep32337858_rep4"	1	0	NA
"680"	10	"pep32337858_rep5"	1	0	NA
"681"	10	"pep32337858_rep1"	2	0	NA
"682"	10	"pep32337858_rep2"	2	0	NA
"683"	10	"pep32337858_rep3"	2	0	NA
"684"	10	"pep32337858_rep4"	2	0	NA
"685"	10	"pep32337858_rep5"	2	0	NA
"686"	10	"pep32337858_rep1"	3	0	NA
"687"	10	"pep32337858_rep2"	3	0	NA
"688"	10	"pep32337858_rep3"	3	0	NA
"689"	10	"pep32337858_rep4"	3	0	NA
"690"	10	"pep32337858_rep5"	3	0	NA
"691"	11	"pep32337858_rep1"	1	0	NA
"692"	11	"pep32337858_rep2"	1	0	NA
"693"	11	"pep32337858_rep3"	1	0	NA
"694"	11	"pep32337858_rep4"	1	0	NA
"695"	11	"pep32337858_rep5"	1	0	NA
"696"	11	"pep32337858_rep1"	2	0	NA
"697"	11	"pep32337858_rep2"	2	0	NA
"698"	11	"pep32337858_rep3"	2	0	NA
"699"	11	"pep32337858_rep4"	2	0	NA
"700"	11	"pep32337858_rep5"	2	0	NA
"701"	11	"pep32337858_rep1"	3	0	NA
"702"	11	"pep32337858_rep2"	3	0	NA
"703"	11	"pep32337858_rep3"	3	0	NA
"704"	11	"pep32337858_rep4"	3	0	NA
"705"	11	"pep32337858_rep5"	3	0	NA
"706"	12	"pep32337858_rep1"	1	0	NA
"707"	12	"pep32337858_rep2"	1	0	NA
"708"	12	"pep32337858_rep3"	1	0	NA
"709"	12	"pep32337858_rep4"	1	0	NA
"710"	12	"pep32337858_rep5"	1	0	NA
"711"	12	"pep32337858_rep1"	2	0	NA
"712"	12	"pep32337858_rep2"	2	0	NA
"713"	12	"pep32337858_rep3"	2	0	NA
"714"	12	"pep32337858_rep4"	2	0	NA
"715"	12	"pep32337858_rep5"	2	0	NA
"716"	12	"pep32337858_rep1"	3	0	NA
"717"	12	"pep32337858_rep2"	3	0	NA
"718"	12	"pep32337858_rep3"	3	0	NA
"719"	12	"pep32337858_rep4"	3	0	NA
"720"	12	"pep32337858_rep5"	3	0	NA
"721"	1	"pep32337570_rep1"	1	0	4423997
"722"	1	"pep32337570_rep2"	1	0	3246986
"723"	1	"pep32337570_rep3"	1	0	3729010
"724"	1	"pep32337570_rep4"	1	0	3031618
"725"	1	"pep32337570_rep5"	1	0	6316319
"726"	1	"pep32337570_rep1"	2	0	1923079
"727"	1	"pep32337570_rep2"	2	0	9750142
"728"	1	"pep32337570_rep3"	2	0	NA
"729"	1	"pep32337570_rep4"	2	0	1813469
"730"	1	"pep32337570_rep5"	2	0	NA
"731"	1	"pep32337570_rep1"	3	0	NA
"732"	1	"pep32337570_rep2"	3	0	NA
"733"	1	"pep32337570_rep3"	3	0	NA
"734"	1	"pep32337570_rep4"	3	0	NA
"735"	1	"pep32337570_rep5"	3	0	NA
"736"	2	"pep32337570_rep1"	1	0	10336490
"737"	2	"pep32337570_rep2"	1	0	2593625
"738"	2	"pep32337570_rep3"	1	0	5384343
"739"	2	"pep32337570_rep4"	1	0	1874171
"740"	2	"pep32337570_rep5"	1	0	7645732
"741"	2	"pep32337570_rep1"	2	0	3401544
"742"	2	"pep32337570_rep2"	2	0	6615956
"743"	2	"pep32337570_rep3"	2	0	NA
"744"	2	"pep32337570_rep4"	2	0	3198399
"745"	2	"pep32337570_rep5"	2	0	NA
"746"	2	"pep32337570_rep1"	3	0	NA
"747"	2	"pep32337570_rep2"	3	0	NA
"748"	2	"pep32337570_rep3"	3	0	NA
"749"	2	"pep32337570_rep4"	3	0	NA
"750"	2	"pep32337570_rep5"	3	0	NA
"751"	3	"pep32337570_rep1"	1	0	4669483
"752"	3	"pep32337570_rep2"	1	0	3524575
"753"	3	"pep32337570_rep3"	1	0	3993148
"754"	3	"pep32337570_rep4"	1	0	2734729
"755"	3	"pep32337570_rep5"	1	0	6476369
"756"	3	"pep32337570_rep1"	2	0	3170709
"757"	3	"pep32337570_rep2"	2	0	4427206
"758"	3	"pep32337570_rep3"	2	0	NA
"759"	3	"pep32337570_rep4"	2	0	1684654
"760"	3	"pep32337570_rep5"	2	0	NA
"761"	3	"pep32337570_rep1"	3	0	NA
"762"	3	"pep32337570_rep2"	3	0	NA
"763"	3	"pep32337570_rep3"	3	0	NA
"764"	3	"pep32337570_rep4"	3	0	NA
"765"	3	"pep32337570_rep5"	3	0	NA
"766"	4	"pep32337570_rep1"	1	0	6582029
"767"	4	"pep32337570_rep2"	1	0	3895803
"768"	4	"pep32337570_rep3"	1	0	3534232
"769"	4	"pep32337570_rep4"	1	0	2381259
"770"	4	"pep32337570_rep5"	1	0	9656830
"771"	4	"pep32337570_rep1"	2	0	2935657
"772"	4	"pep32337570_rep2"	2	0	4573164
"773"	4	"pep32337570_rep3"	2	0	NA
"774"	4	"pep32337570_rep4"	2	0	2980406
"775"	4	"pep32337570_rep5"	2	0	NA
"776"	4	"pep32337570_rep1"	3	0	NA
"777"	4	"pep32337570_rep2"	3	0	NA
"778"	4	"pep32337570_rep3"	3	0	NA
"779"	4	"pep32337570_rep4"	3	0	NA
"780"	4	"pep32337570_rep5"	3	0	NA
"781"	5	"pep32337570_rep1"	1	0	NA
"782"	5	"pep32337570_rep2"	1	0	NA
"783"	5	"pep32337570_rep3"	1	0	NA
"784"	5	"pep32337570_rep4"	1	0	NA
"785"	5	"pep32337570_rep5"	1	0	NA
"786"	5	"pep32337570_rep1"	2	0	NA
"787"	5	"pep32337570_rep2"	2	0	NA
"788"	5	"pep32337570_rep3"	2	0	NA
"789"	5	"pep32337570_rep4"	2	0	NA
"790"	5	"pep32337570_rep5"	2	0	NA
"791"	5	"pep32337570_rep1"	3	0	NA
"792"	5	"pep32337570_rep2"	3	0	NA
"793"	5	"pep32337570_rep3"	3	0	NA
"794"	5	"pep32337570_rep4"	3	0	NA
"795"	5	"pep32337570_rep5"	3	0	NA
"796"	6	"pep32337570_rep1"	1	0	NA
"797"	6	"pep32337570_rep2"	1	0	NA
"798"	6	"pep32337570_rep3"	1	0	NA
"799"	6	"pep32337570_rep4"	1	0	NA
"800"	6	"pep32337570_rep5"	1	0	NA
"801"	6	"pep32337570_rep1"	2	0	NA
"802"	6	"pep32337570_rep2"	2	0	NA
"803"	6	"pep32337570_rep3"	2	0	NA
"804"	6	"pep32337570_rep4"	2	0	NA
"805"	6	"pep32337570_rep5"	2	0	NA
"806"	6	"pep32337570_rep1"	3	0	NA
"807"	6	"pep32337570_rep2"	3	0	NA
"808"	6	"pep32337570_rep3"	3	0	NA
"809"	6	"pep32337570_rep4"	3	0	NA
"810"	6	"pep32337570_rep5"	3	0	NA
"811"	7	"pep32337570_rep1"	1	0	NA
"812"	7	"pep32337570_rep2"	1	0	NA
"813"	7	"pep32337570_rep3"	1	0	NA
"814"	7	"pep32337570_rep4"	1	0	NA
"815"	7	"pep32337570_rep5"	1	0	NA
"816"	7	"pep32337570_rep1"	2	0	NA
"817"	7	"pep32337570_rep2"	2	0	NA
"818"	7	"pep32337570_rep3"	2	0	NA
"819"	7	"pep32337570_rep4"	2	0	NA
"820"	7	"pep32337570_rep5"	2	0	NA
"821"	7	"pep32337570_rep1"	3	0	NA
"822"	7	"pep32337570_rep2"	3	0	NA
"823"	7	"pep32337570_rep3"	3	0	NA
"824"	7	"pep32337570_rep4"	3	0	NA
"825"	7	"pep32337570_rep5"	3	0	NA
"826"	8	"pep32337570_rep1"	1	0	NA
"827"	8	"pep32337570_rep2"	1	0	NA
"828"	8	"pep32337570_rep3"	1	0	NA
"829"	8	"pep32337570_rep4"	1	0	NA
"830"	8	"pep32337570_rep5"	1	0	NA
"831"	8	"pep32337570_rep1"	2	0	NA
"832"	8	"pep32337570_rep2"	2	0	NA
"833"	8	"pep32337570_rep3"	2	0	NA
"834"	8	"pep32337570_rep4"	2	0	NA
"835"	8	"pep32337570_rep5"	2	0	NA
"836"	8	"pep32337570_rep1"	3	0	NA
"837"	8	"pep32337570_rep2"	3	0	NA
"838"	8	"pep32337570_rep3"	3	0	NA
"839"	8	"pep32337570_rep4"	3	0	NA
"840"	8	"pep32337570_rep5"	3	0	NA
"841"	9	"pep32337570_rep1"	1	0	NA
"842"	9	"pep32337570_rep2"	1	0	NA
"843"	9	"pep32337570_rep3"	1	0	NA
"844"	9	"pep32337570_rep4"	1	0	NA
"845"	9	"pep32337570_rep5"	1	0	NA
"846"	9	"pep32337570_rep1"	2	0	NA
"847"	9	"pep32337570_rep2"	2	0	NA
"848"	9	"pep32337570_rep3"	2	0	NA
"849"	9	"pep32337570_rep4"	2	0	NA
"850"	9	"pep32337570_rep5"	2	0	NA
"851"	9	"pep32337570_rep1"	3	0	NA
"852"	9	"pep32337570_rep2"	3	0	NA
"853"	9	"pep32337570_rep3"	3	0	NA
"854"	9	"pep32337570_rep4"	3	0	NA
"855"	9	"pep32337570_rep5"	3	0	NA
"856"	10	"pep32337570_rep1"	1	0	NA
"857"	10	"pep32337570_rep2"	1	0	NA
"858"	10	"pep32337570_rep3"	1	0	NA
"859"	10	"pep32337570_rep4"	1	0	NA
"860"	10	"pep32337570_rep5"	1	0	NA
"861"	10	"pep32337570_rep1"	2	0	NA
"862"	10	"pep32337570_rep2"	2	0	NA
"863"	10	"pep32337570_rep3"	2	0	NA
"864"	10	"pep32337570_rep4"	2	0	NA
"865"	10	"pep32337570_rep5"	2	0	NA
"866"	10	"pep32337570_rep1"	3	0	NA
"867"	10	"pep32337570_rep2"	3	0	NA
"868"	10	"pep32337570_rep3"	3	0	NA
"869"	10	"pep32337570_rep4"	3	0	NA
"870"	10	"pep32337570_rep5"	3	0	NA
"871"	11	"pep32337570_rep1"	1	0	NA
"872"	11	"pep32337570_rep2"	1	0	NA
"873"	11	"pep32337570_rep3"	1	0	NA
"874"	11	"pep32337570_rep4"	1	0	NA
"875"	11	"pep32337570_rep5"	1	0	NA
"876"	11	"pep32337570_rep1"	2	0	NA
"877"	11	"pep32337570_rep2"	2	0	NA
"878"	11	"pep32337570_rep3"	2	0	NA
"879"	11	"pep32337570_rep4"	2	0	NA
"880"	11	"pep32337570_rep5"	2	0	NA
"881"	11	"pep32337570_rep1"	3	0	NA
"882"	11	"pep32337570_rep2"	3	0	NA
"883"	11	"pep32337570_rep3"	3	0	NA
"884"	11	"pep32337570_rep4"	3	0	NA
"885"	11	"pep32337570_rep5"	3	0	NA
"886"	12	"pep32337570_rep1"	1	0	NA
"887"	12	"pep32337570_rep2"	1	0	NA
"888"	12	"pep32337570_rep3"	1	0	NA
"889"	12	"pep32337570_rep4"	1	0	NA
"890"	12	"pep32337570_rep5"	1	0	NA
"891"	12	"pep32337570_rep1"	2	0	NA
"892"	12	"pep32337570_rep2"	2	0	NA
"893"	12	"pep32337570_rep3"	2	0	NA
"894"	12	"pep32337570_rep4"	2	0	NA
"895"	12	"pep32337570_rep5"	2	0	NA
"896"	12	"pep32337570_rep1"	3	0	NA
"897"	12	"pep32337570_rep2"	3	0	NA
"898"	12	"pep32337570_rep3"	3	0	NA
"899"	12	"pep32337570_rep4"	3	0	NA
"900"	12	"pep32337570_rep5"	3	0	NA
"901"	1	"pep32338208_rep1"	1	0	701289
"902"	1	"pep32338208_rep2"	1	0	1005966
"903"	1	"pep32338208_rep3"	1	0	2703667
"904"	1	"pep32338208_rep4"	1	0	2029320
"905"	1	"pep32338208_rep5"	1	0	6331889
"906"	1	"pep32338208_rep1"	2	0	2479638
"907"	1	"pep32338208_rep2"	2	0	2923293
"908"	1	"pep32338208_rep3"	2	0	NA
"909"	1	"pep32338208_rep4"	2	0	5301461
"910"	1	"pep32338208_rep5"	2	0	NA
"911"	1	"pep32338208_rep1"	3	0	NA
"912"	1	"pep32338208_rep2"	3	0	NA
"913"	1	"pep32338208_rep3"	3	0	NA
"914"	1	"pep32338208_rep4"	3	0	NA
"915"	1	"pep32338208_rep5"	3	0	NA
"916"	2	"pep32338208_rep1"	1	0	2792875
"917"	2	"pep32338208_rep2"	1	0	2065979
"918"	2	"pep32338208_rep3"	1	0	3535432
"919"	2	"pep32338208_rep4"	1	0	2819805
"920"	2	"pep32338208_rep5"	1	0	3086511
"921"	2	"pep32338208_rep1"	2	0	2229787
"922"	2	"pep32338208_rep2"	2	0	3514392
"923"	2	"pep32338208_rep3"	2	0	NA
"924"	2	"pep32338208_rep4"	2	0	2801340
"925"	2	"pep32338208_rep5"	2	0	NA
"926"	2	"pep32338208_rep1"	3	0	NA
"927"	2	"pep32338208_rep2"	3	0	NA
"928"	2	"pep32338208_rep3"	3	0	NA
"929"	2	"pep32338208_rep4"	3	0	NA
"930"	2	"pep32338208_rep5"	3	0	NA
"931"	3	"pep32338208_rep1"	1	0	3659524
"932"	3	"pep32338208_rep2"	1	0	2784098
"933"	3	"pep32338208_rep3"	1	0	2716191
"934"	3	"pep32338208_rep4"	1	0	1728957
"935"	3	"pep32338208_rep5"	1	0	2691353
"936"	3	"pep32338208_rep1"	2	0	2384762
"937"	3	"pep32338208_rep2"	2	0	2543232
"938"	3	"pep32338208_rep3"	2	0	NA
"939"	3	"pep32338208_rep4"	2	0	3430733
"940"	3	"pep32338208_rep5"	2	0	NA
"941"	3	"pep32338208_rep1"	3	0	NA
"942"	3	"pep32338208_rep2"	3	0	NA
"943"	3	"pep32338208_rep3"	3	0	NA
"944"	3	"pep32338208_rep4"	3	0	NA
"945"	3	"pep32338208_rep5"	3	0	NA
"946"	4	"pep32338208_rep1"	1	0	3332366
"947"	4	"pep32338208_rep2"	1	0	2407365
"948"	4	"pep32338208_rep3"	1	0	3180841
"949"	4	"pep32338208_rep4"	1	0	2643125
"950"	4	"pep32338208_rep5"	1	0	2523700
"951"	4	"pep32338208_rep1"	2	0	6458283
"952"	4	"pep32338208_rep2"	2	0	2536820
"953"	4	"pep32338208_rep3"	2	0	NA
"954"	4	"pep32338208_rep4"	2	0	3338982
"955"	4	"pep32338208_rep5"	2	0	NA
"956"	4	"pep32338208_rep1"	3	0	NA
"957"	4	"pep32338208_rep2"	3	0	NA
"958"	4	"pep32338208_rep3"	3	0	NA
"959"	4	"pep32338208_rep4"	3	0	NA
"960"	4	"pep32338208_rep5"	3	0	NA
"961"	5	"pep32338208_rep1"	1	0	NA
"962"	5	"pep32338208_rep2"	1	0	NA
"963"	5	"pep32338208_rep3"	1	0	NA
"964"	5	"pep32338208_rep4"	1	0	NA
"965"	5	"pep32338208_rep5"	1	0	NA
"966"	5	"pep32338208_rep1"	2	0	NA
"967"	5	"pep32338208_rep2"	2	0	NA
"968"	5	"pep32338208_rep3"	2	0	NA
"969"	5	"pep32338208_rep4"	2	0	NA
"970"	5	"pep32338208_rep5"	2	0	NA
"971"	5	"pep32338208_rep1"	3	0	NA
"972"	5	"pep32338208_rep2"	3	0	NA
"973"	5	"pep32338208_rep3"	3	0	NA
"974"	5	"pep32338208_rep4"	3	0	NA
"975"	5	"pep32338208_rep5"	3	0	NA
"976"	6	"pep32338208_rep1"	1	0	NA
"977"	6	"pep32338208_rep2"	1	0	NA
"978"	6	"pep32338208_rep3"	1	0	NA
"979"	6	"pep32338208_rep4"	1	0	NA
"980"	6	"pep32338208_rep5"	1	0	NA
"981"	6	"pep32338208_rep1"	2	0	NA
"982"	6	"pep32338208_rep2"	2	0	NA
"983"	6	"pep32338208_rep3"	2	0	NA
"984"	6	"pep32338208_rep4"	2	0	NA
"985"	6	"pep32338208_rep5"	2	0	NA
"986"	6	"pep32338208_rep1"	3	0	NA
"987"	6	"pep32338208_rep2"	3	0	NA
"988"	6	"pep32338208_rep3"	3	0	NA
"989"	6	"pep32338208_rep4"	3	0	NA
"990"	6	"pep32338208_rep5"	3	0	NA
"991"	7	"pep32338208_rep1"	1	0	NA
"992"	7	"pep32338208_rep2"	1	0	NA
"993"	7	"pep32338208_rep3"	1	0	NA
"994"	7	"pep32338208_rep4"	1	0	NA
"995"	7	"pep32338208_rep5"	1	0	NA
"996"	7	"pep32338208_rep1"	2	0	NA
"997"	7	"pep32338208_rep2"	2	0	NA
"998"	7	"pep32338208_rep3"	2	0	NA
"999"	7	"pep32338208_rep4"	2	0	NA
"1000"	7	"pep32338208_rep5"	2	0	NA
"1001"	7	"pep32338208_rep1"	3	0	NA
"1002"	7	"pep32338208_rep2"	3	0	NA
"1003"	7	"pep32338208_rep3"	3	0	NA
"1004"	7	"pep32338208_rep4"	3	0	NA
"1005"	7	"pep32338208_rep5"	3	0	NA
"1006"	8	"pep32338208_rep1"	1	0	NA
"1007"	8	"pep32338208_rep2"	1	0	NA
"1008"	8	"pep32338208_rep3"	1	0	NA
"1009"	8	"pep32338208_rep4"	1	0	NA
"1010"	8	"pep32338208_rep5"	1	0	NA
"1011"	8	"pep32338208_rep1"	2	0	NA
"1012"	8	"pep32338208_rep2"	2	0	NA
"1013"	8	"pep32338208_rep3"	2	0	NA
"1014"	8	"pep32338208_rep4"	2	0	NA
"1015"	8	"pep32338208_rep5"	2	0	NA
"1016"	8	"pep32338208_rep1"	3	0	NA
"1017"	8	"pep32338208_rep2"	3	0	NA
"1018"	8	"pep32338208_rep3"	3	0	NA
"1019"	8	"pep32338208_rep4"	3	0	NA
"1020"	8	"pep32338208_rep5"	3	0	NA
"1021"	9	"pep32338208_rep1"	1	0	NA
"1022"	9	"pep32338208_rep2"	1	0	NA
"1023"	9	"pep32338208_rep3"	1	0	NA
"1024"	9	"pep32338208_rep4"	1	0	NA
"1025"	9	"pep32338208_rep5"	1	0	NA
"1026"	9	"pep32338208_rep1"	2	0	NA
"1027"	9	"pep32338208_rep2"	2	0	NA
"1028"	9	"pep32338208_rep3"	2	0	NA
"1029"	9	"pep32338208_rep4"	2	0	NA
"1030"	9	"pep32338208_rep5"	2	0	NA
"1031"	9	"pep32338208_rep1"	3	0	NA
"1032"	9	"pep32338208_rep2"	3	0	NA
"1033"	9	"pep32338208_rep3"	3	0	NA
"1034"	9	"pep32338208_rep4"	3	0	NA
"1035"	9	"pep32338208_rep5"	3	0	NA
"1036"	10	"pep32338208_rep1"	1	0	NA
"1037"	10	"pep32338208_rep2"	1	0	NA
"1038"	10	"pep32338208_rep3"	1	0	NA
"1039"	10	"pep32338208_rep4"	1	0	NA
"1040"	10	"pep32338208_rep5"	1	0	NA
"1041"	10	"pep32338208_rep1"	2	0	NA
"1042"	10	"pep32338208_rep2"	2	0	NA
"1043"	10	"pep32338208_rep3"	2	0	NA
"1044"	10	"pep32338208_rep4"	2	0	NA
"1045"	10	"pep32338208_rep5"	2	0	NA
"1046"	10	"pep32338208_rep1"	3	0	NA
"1047"	10	"pep32338208_rep2"	3	0	NA
"1048"	10	"pep32338208_rep3"	3	0	NA
"1049"	10	"pep32338208_rep4"	3	0	NA
"1050"	10	"pep32338208_rep5"	3	0	NA
"1051"	11	"pep32338208_rep1"	1	0	NA
"1052"	11	"pep32338208_rep2"	1	0	NA
"1053"	11	"pep32338208_rep3"	1	0	NA
"1054"	11	"pep32338208_rep4"	1	0	NA
"1055"	11	"pep32338208_rep5"	1	0	NA
"1056"	11	"pep32338208_rep1"	2	0	NA
"1057"	11	"pep32338208_rep2"	2	0	NA
"1058"	11	"pep32338208_rep3"	2	0	NA
"1059"	11	"pep32338208_rep4"	2	0	NA
"1060"	11	"pep32338208_rep5"	2	0	NA
"1061"	11	"pep32338208_rep1"	3	0	NA
"1062"	11	"pep32338208_rep2"	3	0	NA
"1063"	11	"pep32338208_rep3"	3	0	NA
"1064"	11	"pep32338208_rep4"	3	0	NA
"1065"	11	"pep32338208_rep5"	3	0	NA
"1066"	12	"pep32338208_rep1"	1	0	NA
"1067"	12	"pep32338208_rep2"	1	0	NA
"1068"	12	"pep32338208_rep3"	1	0	NA
"1069"	12	"pep32338208_rep4"	1	0	NA
"1070"	12	"pep32338208_rep5"	1	0	NA
"1071"	12	"pep32338208_rep1"	2	0	NA
"1072"	12	"pep32338208_rep2"	2	0	NA
"1073"	12	"pep32338208_rep3"	2	0	NA
"1074"	12	"pep32338208_rep4"	2	0	NA
"1075"	12	"pep32338208_rep5"	2	0	NA
"1076"	12	"pep32338208_rep1"	3	0	NA
"1077"	12	"pep32338208_rep2"	3	0	NA
"1078"	12	"pep32338208_rep3"	3	0	NA
"1079"	12	"pep32338208_rep4"	3	0	NA
"1080"	12	"pep32338208_rep5"	3	0	NA
"1081"	1	"pep32337186_rep1"	1	0	25217
"1082"	1	"pep32337186_rep2"	1	0	NA
"1083"	1	"pep32337186_rep3"	1	0	138440129
"1084"	1	"pep32337186_rep4"	1	0	147085137
"1085"	1	"pep32337186_rep5"	1	0	235950828
"1086"	1	"pep32337186_rep1"	2	0	275563176
"1087"	1	"pep32337186_rep2"	2	0	253122892
"1088"	1	"pep32337186_rep3"	2	0	NA
"1089"	1	"pep32337186_rep4"	2	0	274421912
"1090"	1	"pep32337186_rep5"	2	0	NA
"1091"	1	"pep32337186_rep1"	3	0	NA
"1092"	1	"pep32337186_rep2"	3	0	NA
"1093"	1	"pep32337186_rep3"	3	0	NA
"1094"	1	"pep32337186_rep4"	3	0	NA
"1095"	1	"pep32337186_rep5"	3	0	NA
"1096"	2	"pep32337186_rep1"	1	0	205977127
"1097"	2	"pep32337186_rep2"	1	0	245952854
