id	np	ratio
pep32338208_rep1	0	0.282819105046785
pep32338208_rep1	1	0.989447164406978
pep32338208_rep1	1	0.932202876894105
pep32338208_rep1	1	0.576762665364236
pep32338208_rep2	0	0.34412082538425
pep32338208_rep2	1	1.09492521129541
pep32338208_rep2	1	0.940428899425189
pep32338208_rep2	1	0.900249523874714
pep32338208_rep4	0	0.382785047367131
pep32338208_rep4	1	0.916086643111749
pep32338208_rep4	1	0.935064513039779
pep32338208_rep4	1	1.80954739122309
