id	np	ratio
pep32337186_rep1	0	0.88868574699594
pep32337186_rep1	1	0.0453511585156711
pep32337186_rep1	1	0.562676597494161
pep32337186_rep2	0	1.20744076108838
pep32337186_rep2	1	0.930273649873142
pep32337186_rep2	1	0.519697163547758
pep32337186_rep4	0	0.954831599569745
pep32337186_rep4	1	3.0750770173438
pep32337186_rep4	1	0.62460103946981
