id	np	ratio
pep32337923_rep1	0	0.927897558349135
pep32337923_rep1	1	0.541029562197918
pep32337923_rep1	1	0.563547085247332
pep32337923_rep2	0	0.377301351730777
pep32337923_rep2	1	0.366418483900887
pep32337923_rep2	1	0.566665151598775
pep32337923_rep4	0	7.13658501647328
pep32337923_rep4	1	0.724500701309406
pep32337923_rep4	1	0.652486126105764
